Time Stamp,Open,High,Low,Close,SellersLevel4,SellersLevel3,SellersLevel2,SellersLevel1,SellersLevel0,BuyersLevel0,BuyersLevel1,BuyersLevel2,BuyersLevel3,BuyersLevel4,BuyersInControlTime,BuyersInControlPrice,SellersInControlTime,SellersInControlPrice,Entry_T,Entry_C,Defence_T,Defence_C,Stop_T,Stop_C,Target,Target_C,Ideal_Target
2019-06-24 01:05:00,3242.25,3242.5,3242.25,3242.25,3244.25,3243.5,3243.25,3243.25,3243.0,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:10:00,3242.0,3243.0,3242.0,3242.75,3243.5,3243.25,3243.25,3243.0,3242.75,3240.5,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:15:00,3242.5,3242.75,3242.0,3242.0,3243.5,3243.25,3243.25,3243.0,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:20:00,3242.0,3242.25,3241.75,3242.25,3243.5,3243.25,3243.25,3243.0,3242.75,3240.5,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:25:00,3242.0,3242.25,3241.75,3242.0,3243.25,3243.25,3243.0,3243.0,3242.75,3240.5,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:30:00,3242.0,3242.25,3241.75,3241.75,3243.25,3243.0,3243.0,3242.75,3242.75,3240.5,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:35:00,3241.75,3242.25,3241.75,3241.75,3243.0,3243.0,3242.75,3242.75,3242.0,3240.5,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:40:00,3241.75,3242.5,3241.75,3242.0,3243.0,3243.0,3242.75,3242.75,3242.0,3240.5,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:45:00,3242.25,3242.75,3241.75,3242.0,3243.25,3243.0,3243.0,3242.75,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:50:00,3242.25,3242.5,3241.75,3242.25,3243.25,3243.0,3243.0,3242.75,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 01:55:00,3242.25,3242.25,3242.0,3242.0,3243.25,3243.0,3243.0,3242.75,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:00:00,3242.25,3242.5,3241.25,3241.5,3243.0,3243.0,3242.75,3242.75,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:05:00,3241.5,3242.0,3241.25,3242.0,3243.0,3243.0,3242.75,3242.75,3242.75,3239.75,3240.25,3240.5,3241.25,3241.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:10:00,3242.0,3242.75,3242.0,3242.25,3243.0,3243.0,3242.75,3242.75,3242.75,3240.5,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:15:00,3242.25,3243.5,3242.25,3242.75,3243.0,3243.0,3242.75,3242.75,3242.75,3240.5,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:20:00,3242.75,3243.5,3242.5,3243.0,3243.5,3243.25,3243.25,3243.0,3243.0,3241.25,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:25:00,3242.75,3243.25,3242.25,3242.5,3243.5,3243.25,3243.25,3243.0,3243.0,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:30:00,3242.5,3243.0,3242.25,3242.5,3243.0,3243.0,3242.75,3242.75,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:35:00,3242.5,3243.0,3242.25,3242.25,3243.0,3243.0,3242.75,3242.75,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:40:00,3242.5,3242.5,3241.5,3241.75,3243.0,3243.0,3242.75,3242.75,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:45:00,3241.75,3242.25,3241.5,3242.0,3243.0,3242.75,3242.75,3242.75,3242.0,3241.25,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:50:00,3242.25,3242.25,3241.75,3241.75,3243.0,3243.0,3242.75,3242.75,3242.75,3241.25,3241.25,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 02:55:00,3242.0,3242.5,3242.0,3242.5,3243.0,3242.75,3242.75,3242.75,3242.5,3241.25,3241.25,3241.25,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:00:00,3242.5,3242.75,3242.0,3242.0,3243.0,3243.0,3242.75,3242.75,3242.75,3241.25,3241.5,3241.5,3241.5,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:05:00,3242.0,3243.5,3241.75,3243.25,3243.0,3242.75,3242.75,3242.75,3242.5,3241.25,3241.5,3241.5,3241.5,3241.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:10:00,3243.5,3244.5,3243.5,3243.75,0.0,0.0,0.0,0.0,3244.25,3243.0,3243.0,3243.25,3243.25,3243.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:15:00,3244.0,3244.25,3243.0,3243.25,0.0,0.0,0.0,0.0,3244.25,3243.0,3243.25,3243.25,3243.5,3243.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:20:00,3243.5,3244.25,3243.25,3243.5,0.0,0.0,0.0,0.0,3244.25,3243.0,3243.0,3243.0,3243.25,3243.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:25:00,3243.75,3243.75,3242.75,3243.0,0.0,0.0,0.0,3244.5,3244.25,3243.0,3243.25,3243.25,3243.5,3243.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:30:00,3243.0,3243.5,3242.75,3243.25,3244.25,3243.5,3243.5,3243.25,3243.25,3241.5,3241.75,3241.75,3242.0,3242.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:35:00,3243.25,3244.0,3242.25,3242.25,3244.5,3244.25,3244.25,3243.5,3243.5,3242.0,3242.5,3243.0,3243.0,3243.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:40:00,3242.5,3242.5,3241.25,3242.0,3243.25,3243.25,3243.0,3243.0,3243.0,3241.5,3241.5,3241.75,3241.75,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:45:00,3242.25,3242.25,3241.0,3241.25,3243.25,3243.0,3243.0,3243.0,3242.5,3241.5,3241.5,3241.75,3241.75,3242.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:50:00,3241.5,3241.5,3240.5,3240.75,3243.0,3243.0,3242.5,3241.75,3241.75,3240.25,3240.5,3241.25,3241.25,3241.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 03:55:00,3240.75,3241.5,3240.75,3241.25,3241.5,3241.5,3241.25,3241.25,3241.25,3239.5,3239.75,3239.75,3240.25,3240.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:00:00,3241.25,3241.25,3239.75,3239.75,3242.25,3241.75,3241.75,3241.5,3241.5,3239.5,3239.75,3239.75,3240.25,3240.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:05:00,3239.75,3240.75,3239.5,3239.75,3241.25,3241.25,3241.25,3240.5,3240.25,3238.75,3239.0,3239.25,3239.5,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:10:00,3239.75,3240.25,3239.25,3239.75,3241.25,3241.25,3241.25,3240.5,3240.25,3238.75,3239.0,3239.25,3239.5,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:15:00,3239.75,3240.25,3239.25,3239.5,3241.25,3241.25,3241.25,3240.5,3240.25,3238.75,3239.0,3239.25,3239.5,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:20:00,3239.5,3239.75,3239.0,3239.75,3240.75,3240.5,3240.25,3239.75,3239.75,3238.25,3238.5,3238.75,3239.0,3239.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:25:00,3239.5,3240.25,3239.5,3239.75,3240.75,3240.5,3240.25,3239.75,3239.75,3238.25,3238.5,3238.75,3239.0,3239.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:30:00,3239.75,3241.0,3239.5,3241.0,3241.25,3241.25,3240.75,3240.5,3240.25,3238.75,3239.0,3239.25,3239.5,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:35:00,3240.75,3241.0,3240.0,3240.0,3241.5,3241.25,3241.25,3241.25,3241.25,3239.5,3239.5,3239.75,3240.25,3240.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:40:00,3239.75,3240.0,3239.0,3239.25,3241.25,3241.25,3241.25,3241.25,3240.75,3239.0,3239.0,3239.25,3239.5,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:45:00,3239.25,3240.5,3239.25,3240.25,3241.25,3241.25,3240.75,3239.5,3239.5,3238.25,3238.5,3238.75,3239.0,3239.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:50:00,3240.0,3240.5,3239.75,3240.0,3241.25,3241.25,3241.25,3241.0,3240.75,3238.75,3239.0,3239.0,3239.25,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 04:55:00,3240.0,3240.75,3239.75,3240.5,3241.25,3241.25,3241.25,3241.0,3240.75,3239.0,3239.0,3239.0,3239.25,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:00:00,3240.5,3240.75,3240.25,3240.5,3241.25,3241.25,3241.25,3241.0,3240.75,3239.0,3239.0,3239.25,3239.25,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:05:00,3240.5,3240.75,3240.0,3240.5,3241.25,3241.25,3241.25,3241.0,3240.75,3239.0,3239.0,3239.25,3239.25,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:10:00,3240.25,3240.5,3239.75,3240.25,3241.25,3241.25,3241.25,3241.0,3240.75,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:15:00,3240.0,3240.25,3239.75,3240.25,3241.25,3241.25,3241.25,3241.0,3240.75,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:20:00,3240.0,3240.25,3239.5,3240.0,3241.25,3241.25,3241.0,3240.75,3240.75,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:25:00,3239.75,3241.0,3239.5,3240.25,3241.25,3241.0,3240.75,3240.75,3240.5,3239.0,3239.0,3239.25,3239.25,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:30:00,3240.25,3240.5,3239.75,3240.0,3241.25,3241.0,3240.75,3240.75,3240.5,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:35:00,3240.0,3240.25,3239.0,3239.5,3241.25,3241.0,3240.75,3240.75,3240.5,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:40:00,3239.5,3240.25,3239.5,3240.0,3241.0,3240.75,3240.75,3240.5,3239.75,3239.0,3239.0,3239.0,3239.25,3239.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:45:00,3240.0,3240.25,3239.75,3240.25,3241.0,3240.75,3240.75,3240.5,3240.5,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:50:00,3240.0,3240.5,3239.5,3240.25,3241.0,3240.75,3240.75,3240.5,3240.5,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 05:55:00,3240.0,3240.25,3239.5,3240.0,3241.0,3240.75,3240.75,3240.5,3240.5,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:00:00,3239.75,3240.5,3239.75,3240.5,3241.0,3240.75,3240.75,3240.5,3240.5,3239.0,3239.0,3239.25,3239.25,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:05:00,3240.25,3242.0,3240.25,3241.75,3241.0,3240.75,3240.75,3240.5,3240.5,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:10:00,3241.75,3242.0,3241.5,3241.75,3243.0,3243.0,3242.5,3242.5,3242.25,3241.25,3241.25,3241.5,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:15:00,3241.75,3242.25,3241.0,3241.75,3243.0,3243.0,3242.5,3242.5,3242.25,3241.25,3241.25,3241.5,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:20:00,3241.75,3242.25,3241.5,3242.0,3243.0,3243.0,3242.5,3242.5,3242.25,3241.25,3241.25,3241.5,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:25:00,3241.75,3242.0,3241.0,3241.25,3243.0,3243.0,3242.5,3242.5,3242.25,3241.25,3241.25,3241.5,3241.5,3241.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:30:00,3241.25,3241.5,3241.0,3241.5,3243.0,3242.5,3242.5,3242.25,3241.5,3240.5,3240.5,3240.75,3241.0,3241.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:35:00,3241.25,3241.5,3241.0,3241.25,3242.5,3242.5,3242.25,3242.25,3241.5,3240.5,3240.5,3240.75,3241.0,3241.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:40:00,3241.0,3241.25,3240.5,3240.75,3242.0,3241.5,3241.25,3241.25,3241.25,3239.75,3240.25,3240.5,3240.5,3240.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:45:00,3240.75,3241.0,3240.5,3241.0,3242.0,3241.5,3241.25,3241.0,3241.0,3239.75,3239.75,3240.25,3240.5,3240.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:50:00,3240.75,3241.0,3239.25,3240.0,3241.5,3241.5,3241.25,3241.0,3241.0,3239.75,3239.75,3240.25,3240.5,3240.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 06:55:00,3240.0,3240.5,3239.75,3240.25,3241.0,3240.75,3240.5,3240.5,3240.25,3239.25,3239.5,3239.5,3239.75,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:00:00,3240.0,3240.5,3239.5,3239.5,3241.0,3240.75,3240.5,3240.5,3240.25,3239.25,3239.5,3239.5,3239.75,3239.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:05:00,3239.5,3240.5,3238.0,3238.25,3240.75,3240.5,3240.5,3240.25,3239.75,3239.0,3239.0,3239.25,3239.25,3239.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:10:00,3238.25,3238.25,3237.25,3238.0,3239.0,3239.0,3239.0,3238.75,3238.5,3237.5,3237.5,3237.5,3238.0,3238.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:15:00,3238.25,3238.75,3237.75,3238.25,3239.0,3239.0,3239.0,3238.75,3238.5,3237.5,3237.5,3237.5,3238.0,3238.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:20:00,3238.25,3238.5,3237.5,3238.5,3239.0,3239.0,3239.0,3238.75,3238.5,3237.5,3237.5,3237.5,3238.0,3238.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:25:00,3238.25,3238.75,3238.25,3238.5,3239.0,3239.0,3239.0,3238.75,3238.5,3237.5,3237.5,3237.5,3238.0,3238.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:30:00,3238.5,3238.75,3238.0,3238.25,3239.0,3239.0,3239.0,3239.0,3238.75,3237.5,3237.5,3237.5,3238.0,3238.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:35:00,3238.25,3239.0,3238.0,3238.5,3239.0,3239.0,3239.0,3238.75,3238.5,3237.5,3237.5,3237.5,3238.0,3238.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:40:00,3238.5,3239.0,3238.25,3238.75,3239.0,3239.0,3239.0,3239.0,3238.75,3237.5,3237.5,3237.5,3238.0,3238.0,0,0.0,2019-06-24 07:00:00,3239.75,3238.5,3239.75,3238.75,3240.75,3239.0,3241.75,3238.0,3237.75,3236.25
2019-06-24 07:45:00,3239.0,3239.5,3238.25,3238.75,3239.75,3239.5,3239.25,3239.25,3239.25,3237.5,3238.0,3238.0,3238.5,3238.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 07:50:00,3238.75,3239.5,3238.5,3239.25,3239.25,3239.0,3239.0,3239.0,3239.0,3237.5,3238.0,3238.0,3238.0,3238.5,0,0.0,2019-06-24 07:00:00,3239.75,3239.0,3239.75,3239.25,3240.75,3240.5,3241.75,3238.5,3237.75,3236.25
2019-06-24 07:50:00,3238.75,3239.5,3238.5,3239.25,3239.25,3239.0,3239.0,3239.0,3239.0,3237.5,3238.0,3238.0,3238.0,3238.5,0,0.0,2019-06-24 07:00:00,3239.75,3239.0,3239.75,3239.25,3240.75,3240.5,3241.75,3238.5,3237.75,3236.25
2019-06-24 07:55:00,3239.5,3239.5,3239.0,3239.0,3240.5,3240.5,3240.5,3240.25,3239.75,3239.0,3239.0,3239.25,3239.25,3239.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 08:00:00,3239.0,3239.5,3239.0,3239.0,3239.75,3239.5,3239.25,3239.25,3239.25,3238.0,3238.0,3238.0,3238.25,3238.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24 08:05:00,3239.0,3240.5,3239.0,3239.75,3239.75,3239.5,3239.25,3239.25,3239.25,3238.0,3238.0,3238.25,3238.5,3238.5,0,0.0,2019-06-24 07:00:00,3239.75,3239.5,3239.75,3240.5,3240.75,3240.5,3241.75,3239.25,3237.75,3236.25
2019-06-24 08:05:00,3239.0,3240.5,3239.0,3239.75,3239.75,3239.5,3239.25,3239.25,3239.25,3238.0,3238.0,3238.25,3238.5,3238.5,0,0.0,2019-06-24 07:00:00,3239.75,3239.0,3239.75,3239.25,3240.75,3240.5,3241.75,3238.5,3237.75,3236.25
2019-06-24 08:10:00,3240.0,3240.0,3239.5,3239.5,3240.75,3240.5,3240.5,3240.5,3240.25,3239.0,3239.25,3239.25,3239.5,3239.75,0,0.0,2019-06-24 07:00:00,3239.75,3239.25,3239.75,3240.5,3240.75,3240.5,3241.75,3239.0,3237.75,3236.25
2019-06-24 08:15:00,3239.5,3240.25,3239.25,3239.75,3240.5,3240.5,3240.5,3240.25,3239.75,3239.0,3239.0,3239.0,3239.25,3239.25,0,0.0,2019-06-24 07:00:00,3239.75,3239.25,3239.75,3240.5,3240.75,3240.5,3241.75,3239.0,3237.75,3236.25
2019-06-24 08:20:00,3239.75,3240.0,3239.5,3239.5,3240.5,3240.5,3240.5,3240.5,3240.25,3239.0,3239.0,3239.25,3239.25,3239.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
